winery,wine,year,rating,num_reviews,country,region,type,body,acidity,price_range
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,,,,[10-20]
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,[0-10]
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,,,,[10-20]
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,[20-30]
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,[40-50]
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,[10-20]
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,[20-30]
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,Rioja White,3.0,3.0,[20-30]
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,[10-20]
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,[20-30]
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,[40-50]
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,[10-20]
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,[10-20]
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,,,,[10-20]
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,[0-10]
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,,,,[10-20]
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,[20-30]
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,[40-50]
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,[10-20]
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,[20-30]
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,Rioja White,3.0,3.0,[20-30]
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,[10-20]
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,[20-30]
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,[40-50]
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,[10-20]
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,[10-20]
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,,,,[10-20]
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,[0-10]
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,,,,[10-20]
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,[20-30]
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,[40-50]
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,[10-20]
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,[20-30]
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,Rioja White,3.0,3.0,[20-30]
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,[10-20]
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,[20-30]
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,[40-50]
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,[10-20]
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,[10-20]
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,,,,[10-20]
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,[0-10]
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,,,,[10-20]
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,[20-30]
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,[40-50]
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,[10-20]
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,[20-30]
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,Rioja White,3.0,3.0,[20-30]
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,[10-20]
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,[20-30]
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,[40-50]
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,[10-20]
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,[10-20]
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,,,,[10-20]
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,[0-10]
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,,,,[10-20]
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,[20-30]
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,[40-50]
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,[10-20]
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,[20-30]
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,Rioja White,3.0,3.0,[20-30]
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,[10-20]
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,[20-30]
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,[40-50]
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,[10-20]
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,[10-20]
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,,,,[10-20]
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,[0-10]
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,,,,[10-20]
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,[20-30]
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,[40-50]
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,[10-20]
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,[20-30]
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,Rioja White,3.0,3.0,[20-30]
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,[10-20]
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,[20-30]
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,[40-50]
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,[10-20]
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,[10-20]
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,,,,[10-20]
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,[0-10]
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,,,,[10-20]
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,[20-30]
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,[40-50]
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,[10-20]
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,[20-30]
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,Rioja White,3.0,3.0,[20-30]
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,[10-20]
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,[20-30]
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,[40-50]
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,[10-20]
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,[10-20]
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,,,,[10-20]
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,[0-10]
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,,,,[10-20]
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,[20-30]
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,[40-50]
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,[10-20]
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,[20-30]
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,Rioja White,3.0,3.0,[20-30]
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,[10-20]
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,[20-30]
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,[40-50]
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,[10-20]
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,[10-20]
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,,,,[10-20]
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,[0-10]
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,,,,[10-20]
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,[20-30]
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,[40-50]
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,[10-20]
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,[20-30]
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,Rioja White,3.0,3.0,[20-30]
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,[10-20]
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,[20-30]
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,[40-50]
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,[10-20]
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,[10-20]
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Vina Pedrosa,Gran Reserva,2011,4.2,410,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Campillo,Gran Reserva Rioja,2012,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Ramon do Casar,Treixadura,2020,4.2,407,Espana,Ribeiro,,,,[10-20]
Lustau,Candela Cream Dulce Sweet,N.V.,4.2,405,Espana,Jerez-Xeres-Sherry,Sherry,4.0,3.0,[0-10]
Portal del Priorat,Clos del Portal Somni,2014,4.2,404,Espana,Priorato,Priorat Red,4.0,3.0,[50-100]
Binigrau,Nounat,2020,4.2,404,Espana,Mallorca,,,,[10-20]
Ramon Bilbao,Mirto,2011,4.2,402,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Matsu,El Viejo,2019,4.2,400,Espana,Toro,Toro Red,5.0,3.0,[20-30]
Artadi,Valdegines,2016,4.2,398,Espana,Vino de Espana,Tempranillo,4.0,2.0,[40-50]
Contino,Rioja Graciano,2011,4.2,395,Espana,Rioja,Rioja Red,4.0,3.0,[50-100]
Contino,Reserva,2016,4.2,392,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Conreria d'Scala Dei,Les Brugueres,2018,4.2,390,Espana,Priorato,Priorat Red,4.0,3.0,[10-20]
Mustiguillo,Finca Terrerazo,2017,4.2,390,Espana,El Terrerazo,Red,4.0,3.0,[20-30]
Matarromera,Gran Reserva,2011,4.2,389,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[50-100]
Sei Solo,Preludio,2016,4.2,388,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
Remirez de Ganuza,Rioja Blanco,2017,4.2,421,Espana,Rioja,Rioja White,3.0,3.0,[20-30]
La Vicalanda,Reserva,2015,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Enrique Mendoza,Santa Rosa,2017,4.2,420,Espana,Alicante,Red,4.0,3.0,[10-20]
Clos Pons,Roc Nu,2011,4.2,420,Espana,Costers del Segre,Red,4.0,3.0,[20-30]
Sierra Cantabria,Coleccion Privada,2012,4.2,420,Espana,Rioja,Rioja Red,4.0,3.0,[20-30]
Imperial,Rioja Reserva,2004,4.2,417,Espana,Rioja,Rioja Red,4.0,3.0,[40-50]
Losada,Altos de Losada,2018,4.2,415,Espana,Bierzo,Mencia,3.0,3.0,[10-20]
Mar de Frades,Rias Baixas Albarino Finca Valinas,2015,4.2,414,Espana,Rias Baixas,Albarino,3.0,3.0,[10-20]
La Rioja Alta,Vina Alberdi Crianza,2018,4.2,410,Espana,Rioja,Rioja Red,4.0,3.0,[10-20]
Bodegas La Horra,Corimbo I,2015,4.2,412,Espana,Ribera del Duero,Ribera Del Duero Red,5.0,3.0,[30-40]
